run_id,architecture,load,repetition,seed,task_id,agent_id,status,latency_ms,error
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-0,monolith,ok,0.035100034438073635,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-1,monolith,ok,0.017700018361210823,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-10,monolith,ok,0.013399985618889332,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-11,monolith,ok,0.014199991710484028,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-2,monolith,ok,0.018700025975704193,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-3,monolith,ok,0.020300038158893585,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-4,monolith,ok,0.020900042727589607,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-5,monolith,ok,0.01409999094903469,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-6,monolith,ok,0.019700033590197563,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-7,monolith,ok,0.02129992935806513,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-8,monolith,ok,0.01409999094903469,
ma_20260909T153649Z_47552,A,12,0,733141,paired-733141-12-9,monolith,ok,0.013199984095990658,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-0,central-worker-1,ok,0.015099998563528061,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-1,central-worker-2,ok,0.022600055672228336,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-10,central-worker-2,ok,0.006200047209858894,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-11,central-worker-3,ok,0.006400048732757568,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-2,central-worker-3,ok,0.015099998563528061,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-3,central-worker-1,ok,0.02429995220154524,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-4,central-worker-2,ok,0.0072999391704797745,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-5,central-worker-3,ok,0.005499925464391708,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-6,central-worker-1,ok,0.013199984095990658,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-7,central-worker-2,ok,0.00700005330145359,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-8,central-worker-3,ok,0.0069999368861317635,
ma_20260909T153649Z_47552,B,12,0,733141,paired-733141-12-9,central-worker-1,ok,0.0072999391704797745,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-0,agent-alpha,ok,0.9909999999999999,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-1,agent-beta,ok,0.6589999999999999,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-10,agent-gamma,ok,0.6970000000000001,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-11,agent-gamma,ok,0.505,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-2,agent-gamma,ok,0.969,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-3,agent-gamma,ok,0.578,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-4,agent-alpha,ok,0.5109999999999999,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-5,agent-beta,ok,0.505,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-6,agent-gamma,ok,0.558,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-7,agent-gamma,ok,0.752,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-8,agent-alpha,ok,1.038,
ma_20260909T153649Z_47552,C,12,0,733141,paired-733141-12-9,agent-beta,ok,0.69,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-0,agent-alpha,ok,0.566,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-1,agent-beta,ok,0.839,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-10,agent-gamma,ok,0.886,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-11,agent-gamma,ok,0.6669999999999999,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-2,agent-gamma,ok,0.46099999999999997,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-3,agent-gamma,ok,0.733,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-4,agent-alpha,ok,0.65,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-5,agent-beta,ok,0.462,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-6,agent-gamma,ok,0.5670000000000001,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-7,agent-gamma,ok,0.455,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-8,agent-alpha,ok,0.431,
ma_20260909T153649Z_47552,D,12,0,733141,paired-733141-12-9,agent-beta,ok,0.449,
