run_id,architecture,architecture_label,load,repetition,seed,status,successful_tasks,failed_tasks,duration_sec,throughput_tasks_sec,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,cpu_time_sec,cpu_core_equivalent_percent,cpu_machine_normalized_percent,rss_start_mb,rss_end_mb,rss_peak_mb,cfp,propose,refuse,award,reject,accept,result,fail,feedback,cnp_messages_total,messages_per_task,reassignments,jain_fairness,recovered_tasks,duplicate_effects,pending_final,lag_final,error
ma_20260909T153914Z_47116,A,monolith,100,0,741941,ok,100,0,0.002352,42517.00714,0.012543,0.0073,0.019385,0.107642,0.0,0.0,0.0,175.382812,175.558594,175.558594,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,
ma_20260909T153914Z_47116,B,centralized_workers,100,0,741941,ok,100,0,0.009775,10229.655846,0.008485,0.0052,0.018635,0.033319,0.015625,159.838373,19.979797,175.617188,175.957031,176.003906,0,0,0,0,0,0,0,0,0,0,0.0,0,0.9998,0,0,0,0,
ma_20260909T153914Z_47116,C,autonomous_memory_off,100,0,741941,ok,100,0,0.082755,1208.38474,1.90966,0.5275,8.3215,15.31368,0.0625,75.524046,9.440506,175.929688,176.609375,176.652344,100,300,0,100,200,100,100,0,100,1000,10.0,0,0.888415,0,0,0,0,
ma_20260909T153914Z_47116,D,autonomous_memory_on,100,0,741941,ok,100,0,0.139558,716.548472,3.67472,0.558,12.52855,77.67811,0.1875,134.352839,16.794105,176.699219,177.75,177.769531,100,300,0,100,200,100,100,0,100,1000,10.0,0,0.888889,0,0,0,0,
ma_20260909T153914Z_47116,A,monolith,100,1,741942,ok,100,0,0.002495,40084.979834,0.013922,0.0136,0.0145,0.024242,0.0,0.0,0.0,178.167969,178.183594,178.183594,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,
ma_20260909T153914Z_47116,B,centralized_workers,100,1,741942,ok,100,0,0.008485,11785.781637,0.006623,0.0051,0.016525,0.028388,0.0,0.0,0.0,177.773438,177.867188,177.910156,0,0,0,0,0,0,0,0,0,0,0.0,0,0.9998,0,0,0,0,
ma_20260909T153914Z_47116,C,autonomous_memory_off,100,1,741942,ok,100,0,0.093342,1071.333681,2.00372,0.703,12.05715,14.71633,0.109375,117.177121,14.64714,177.835938,177.882812,177.957031,100,300,0,100,200,100,100,0,100,1000,10.0,0,0.888889,0,0,0,0,
ma_20260909T153914Z_47116,D,autonomous_memory_on,100,1,741942,ok,100,0,0.085605,1168.150608,1.89508,0.579,12.34495,20.83229,0.09375,109.51412,13.689265,177.867188,178.183594,178.25,100,300,0,100,200,100,100,0,100,1000,10.0,0,0.888889,0,0,0,0,
ma_20260909T153914Z_47116,A,monolith,100,2,741943,ok,100,0,0.003313,30184.123473,0.017865,0.0149,0.03102,0.083942,0.015625,471.626929,58.953366,178.582031,178.597656,178.597656,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,
ma_20260909T153914Z_47116,B,centralized_workers,100,2,741943,ok,100,0,0.007577,13198.706412,0.006869,0.0055,0.01697,0.02115,0.0,0.0,0.0,178.582031,178.621094,178.660156,0,0,0,0,0,0,0,0,0,0,0.0,0,0.9998,0,0,0,0,
ma_20260909T153914Z_47116,C,autonomous_memory_off,100,2,741943,ok,100,0,0.071886,1391.093386,1.57794,0.4975,7.6709,13.87751,0.0625,86.943337,10.867917,178.167969,178.207031,178.28125,100,300,0,100,200,100,100,0,100,1000,10.0,0,0.900414,0,0,0,0,
ma_20260909T153914Z_47116,D,autonomous_memory_on,100,2,741943,ok,100,0,0.079626,1255.879084,1.86528,0.5445,11.2519,26.20357,0.078125,98.115553,12.264444,178.191406,178.597656,178.597656,100,300,0,100,200,100,100,0,100,1000,10.0,0,0.888889,0,0,0,0,
ma_20260909T153914Z_47116,A,monolith,100,3,741944,ok,100,0,0.002025,49377.837908,0.010938,0.0096,0.01935,0.032835,0.0,0.0,0.0,178.613281,178.628906,178.628906,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,
ma_20260909T153914Z_47116,B,centralized_workers,100,3,741944,ok,100,0,0.006613,15121.501116,0.006322,0.0051,0.014005,0.024406,0.015625,236.273455,29.534182,178.625,178.65625,178.65625,0,0,0,0,0,0,0,0,0,0,0.0,0,0.9998,0,0,0,0,
ma_20260909T153914Z_47116,C,autonomous_memory_off,100,3,741944,ok,100,0,0.097246,1028.320988,2.00856,0.8065,8.07895,14.46557,0.109375,112.472608,14.059076,178.625,178.644531,178.71875,100,300,0,100,200,100,100,0,100,1000,10.0,0,0.966184,0,0,0,0,
ma_20260909T153914Z_47116,D,autonomous_memory_on,100,3,741944,ok,100,0,0.076583,1305.766001,1.49872,0.5515,7.3382,15.61661,0.078125,102.012969,12.751621,178.589844,178.628906,178.679688,100,300,0,100,200,100,100,0,100,1000,10.0,0,0.888889,0,0,0,0,
ma_20260909T153914Z_47116,A,monolith,100,4,741945,ok,100,0,0.002075,48195.091806,0.010636,0.0097,0.019425,0.023728,0.015625,753.048309,94.131039,178.664062,178.683594,178.683594,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,
ma_20260909T153914Z_47116,B,centralized_workers,100,4,741945,ok,100,0,0.02554,3915.442103,0.016839,0.0153,0.02705,0.031159,0.015625,61.178783,7.647348,178.667969,177.699219,178.667969,0,0,0,0,0,0,0,0,0,0,0.0,0,0.9998,0,0,0,0,
ma_20260909T153914Z_47116,C,autonomous_memory_off,100,4,741945,ok,100,0,0.138485,722.098824,3.04016,1.148,14.7916,21.64845,0.140625,101.545147,12.693143,177.699219,177.835938,177.910156,100,300,0,100,200,100,100,0,100,1000,10.0,0,0.938967,0,0,0,0,
ma_20260909T153914Z_47116,D,autonomous_memory_on,100,4,741945,ok,100,0,0.123314,810.938589,2.77963,1.0635,13.33105,21.17243,0.109375,88.696408,11.087051,177.820312,178.570312,178.636719,100,300,0,100,200,100,100,0,100,1000,10.0,0,0.888889,0,0,0,0,
ma_20260909T153914Z_47116,A,monolith,100,5,741946,ok,100,0,0.002536,39430.622036,0.01406,0.0137,0.0155,0.020543,0.0,0.0,0.0,178.816406,178.835938,178.835938,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,
ma_20260909T153914Z_47116,B,centralized_workers,100,5,741946,ok,100,0,0.013564,7372.347785,0.014935,0.0139,0.022285,0.026532,0.015625,115.192934,14.399117,178.554688,178.625,178.65625,0,0,0,0,0,0,0,0,0,0,0.0,0,0.9998,0,0,0,0,
