dataset,subtype,recno,timestamp_iso,severity,event,source,component,host,pid,tid,user,message
windows_event,win_event,1,2026-04-25T17:00:15.773821+00:00,INFO,34,Oracle.xe,Oracle.xe,andy-aaron,6644,0,,"<string>LENGTH: '690' ACTION :[438] 'select /*+ no_parallel(t) no_parallel_index(t) dbms_stats cursor_sharing_exact use_weak_name_resl dynamic_sampling(0) no_monitoring xmlindex_sel_idx_tbl opt_param('optimizer_inmemory_aware' 'false') no_substrb_pad leading(r t) use_nl(t) rowid(t) */ substrb(dump(t.""DROP_SEGMENTS"",16,0,64),1,240) d_2503730669, r.rwid, r.freq from ""SYS"".""MON_MODS_ALL$"" t, table(:topntab) r where t.rowid = chartorowid(r.rwid) order by t.""DROP_SEGMENTS""' DATABASE USER:[3] 'SYS' PRIVILEGE :[4] 'NONE' CLIENT USER:[0] '' CLIENT TERMINAL:[10] 'ANDY-AARON' STATUS:[1] '0' DBID:[10] '1689037571' SESSIONID:[7] '1010483' USERHOST:[10] 'ANDY-AARON' CLIENT ADDRESS:[0] '' ACTION NUMBER:[1] '3' </string>"
windows_event,win_event,2,2026-04-25T17:00:15.781473+00:00,INFO,34,Oracle.xe,Oracle.xe,andy-aaron,6644,0,,"<string>LENGTH: '690' ACTION :[438] 'select /*+ no_parallel(t) no_parallel_index(t) dbms_stats cursor_sharing_exact use_weak_name_resl dynamic_sampling(0) no_monitoring xmlindex_sel_idx_tbl opt_param('optimizer_inmemory_aware' 'false') no_substrb_pad leading(r t) use_nl(t) rowid(t) */ substrb(dump(t.""DROP_SEGMENTS"",16,0,64),1,240) d_2503730669, r.rwid, r.freq from ""SYS"".""MON_MODS_ALL$"" t, table(:topntab) r where t.rowid = chartorowid(r.rwid) order by t.""DROP_SEGMENTS""' DATABASE USER:[3] 'SYS' PRIVILEGE :[4] 'NONE' CLIENT USER:[0] '' CLIENT TERMINAL:[10] 'ANDY-AARON' STATUS:[1] '0' DBID:[10] '1689037571' SESSIONID:[7] '1010483' USERHOST:[10] 'ANDY-AARON' CLIENT ADDRESS:[0] '' ACTION NUMBER:[1] '3' </string>"
windows_event,win_event,3,2026-04-25T17:00:15.782240+00:00,INFO,34,Oracle.xe,Oracle.xe,andy-aaron,6644,0,,"<string>LENGTH: '686' ACTION :[434] 'select /*+ no_parallel(t) no_parallel_index(t) dbms_stats cursor_sharing_exact use_weak_name_resl dynamic_sampling(0) no_monitoring xmlindex_sel_idx_tbl opt_param('optimizer_inmemory_aware' 'false') no_substrb_pad leading(r t) use_nl(t) rowid(t) */ substrb(dump(t.""CLIENT_ID"",16,0,64),1,240) d_2916467659, r.rwid, r.freq from ""SYS"".""KET$_CLIENT_TASKS"" t, table(:topntab) r where t.rowid = chartorowid(r.rwid) order by t.""CLIENT_ID""' DATABASE USER:[3] 'SYS' PRIVILEGE :[4] 'NONE' CLIENT USER:[0] '' CLIENT TERMINAL:[10] 'ANDY-AARON' STATUS:[1] '0' DBID:[10] '3074368596' SESSIONID:[7] '1020316' USERHOST:[10] 'ANDY-AARON' CLIENT ADDRESS:[0] '' ACTION NUMBER:[1] '3' </string>"
windows_event,win_event,4,2026-04-25T17:00:15.785378+00:00,INFO,34,Oracle.xe,Oracle.xe,andy-aaron,6644,0,,"<string>LENGTH: '674' ACTION :[422] 'select /*+ no_parallel(t) no_parallel_index(t) dbms_stats cursor_sharing_exact use_weak_name_resl dynamic_sampling(0) no_monitoring xmlindex_sel_idx_tbl opt_param('optimizer_inmemory_aware' 'false') no_substrb_pad leading(r t) use_nl(t) rowid(t) */ substrb(dump(t.""FLAGS"",16,0,64),1,240) d_2385161744, r.rwid, r.freq from ""SYS"".""MON_MODS_ALL$"" t, table(:topntab) r where t.rowid = chartorowid(r.rwid) order by t.""FLAGS""' DATABASE USER:[3] 'SYS' PRIVILEGE :[4] 'NONE' CLIENT USER:[0] '' CLIENT TERMINAL:[10] 'ANDY-AARON' STATUS:[1] '0' DBID:[10] '1689037571' SESSIONID:[7] '1010483' USERHOST:[10] 'ANDY-AARON' CLIENT ADDRESS:[0] '' ACTION NUMBER:[1] '3' </string>"
windows_event,win_event,5,2026-04-25T17:00:15.788950+00:00,INFO,34,Oracle.xe,Oracle.xe,andy-aaron,6644,0,,"<string>LENGTH: '686' ACTION :[434] 'select /*+ no_parallel(t) no_parallel_index(t) dbms_stats cursor_sharing_exact use_weak_name_resl dynamic_sampling(0) no_monitoring xmlindex_sel_idx_tbl opt_param('optimizer_inmemory_aware' 'false') no_substrb_pad leading(r t) use_nl(t) rowid(t) */ substrb(dump(t.""CLIENT_ID"",16,0,64),1,240) d_2916467659, r.rwid, r.freq from ""SYS"".""KET$_CLIENT_TASKS"" t, table(:topntab) r where t.rowid = chartorowid(r.rwid) order by t.""CLIENT_ID""' DATABASE USER:[3] 'SYS' PRIVILEGE :[4] 'NONE' CLIENT USER:[0] '' CLIENT TERMINAL:[10] 'ANDY-AARON' STATUS:[1] '0' DBID:[10] '3074368596' SESSIONID:[7] '1020316' USERHOST:[10] 'ANDY-AARON' CLIENT ADDRESS:[0] '' ACTION NUMBER:[1] '3' </string>"
windows_event,win_event,6,2026-04-25T17:00:15.791176+00:00,INFO,34,Oracle.xe,Oracle.xe,andy-aaron,6644,0,,"<string>LENGTH: '674' ACTION :[422] 'select /*+ no_parallel(t) no_parallel_index(t) dbms_stats cursor_sharing_exact use_weak_name_resl dynamic_sampling(0) no_monitoring xmlindex_sel_idx_tbl opt_param('optimizer_inmemory_aware' 'false') no_substrb_pad leading(r t) use_nl(t) rowid(t) */ substrb(dump(t.""FLAGS"",16,0,64),1,240) d_2385161744, r.rwid, r.freq from ""SYS"".""MON_MODS_ALL$"" t, table(:topntab) r where t.rowid = chartorowid(r.rwid) order by t.""FLAGS""' DATABASE USER:[3] 'SYS' PRIVILEGE :[4] 'NONE' CLIENT USER:[0] '' CLIENT TERMINAL:[10] 'ANDY-AARON' STATUS:[1] '0' DBID:[10] '1689037571' SESSIONID:[7] '1010483' USERHOST:[10] 'ANDY-AARON' CLIENT ADDRESS:[0] '' ACTION NUMBER:[1] '3' </string>"
windows_event,win_event,7,2026-04-25T17:00:15.793951+00:00,INFO,34,Oracle.xe,Oracle.xe,andy-aaron,6644,0,,"<string>LENGTH: '722' ACTION :[470] 'select /*+ no_parallel(t) no_parallel_index(t) dbms_stats cursor_sharing_exact use_weak_name_resl dynamic_sampling(0) no_monitoring xmlindex_sel_idx_tbl opt_param('optimizer_inmemory_aware' 'false') no_substrb_pad leading(r t) use_nl(t) rowid(t) */ substrb(dump(substrb(t.""CURR_JOB_NAME"",1,64),16,0,64),1,240) d_3611566683, r.rwid, r.freq from ""SYS"".""KET$_CLIENT_TASKS"" t, table(:topntab) r where t.rowid = chartorowid(r.rwid) order by substrb(t.""CURR_JOB_NAME"",1,64)' DATABASE USER:[3] 'SYS' PRIVILEGE :[4] 'NONE' CLIENT USER:[0] '' CLIENT TERMINAL:[10] 'ANDY-AARON' STATUS:[1] '0' DBID:[10] '3074368596' SESSIONID:[7] '1020316' USERHOST:[10] 'ANDY-AARON' CLIENT ADDRESS:[0] '' ACTION NUMBER:[1] '3' </string>"
windows_event,win_event,8,2026-04-25T17:00:15.806311+00:00,INFO,34,Oracle.xe,Oracle.xe,andy-aaron,6644,0,,"<string>LENGTH: '722' ACTION :[470] 'select /*+ no_parallel(t) no_parallel_index(t) dbms_stats cursor_sharing_exact use_weak_name_resl dynamic_sampling(0) no_monitoring xmlindex_sel_idx_tbl opt_param('optimizer_inmemory_aware' 'false') no_substrb_pad leading(r t) use_nl(t) rowid(t) */ substrb(dump(substrb(t.""CURR_JOB_NAME"",1,64),16,0,64),1,240) d_3611566683, r.rwid, r.freq from ""SYS"".""KET$_CLIENT_TASKS"" t, table(:topntab) r where t.rowid = chartorowid(r.rwid) order by substrb(t.""CURR_JOB_NAME"",1,64)' DATABASE USER:[3] 'SYS' PRIVILEGE :[4] 'NONE' CLIENT USER:[0] '' CLIENT TERMINAL:[10] 'ANDY-AARON' STATUS:[1] '0' DBID:[10] '3074368596' SESSIONID:[7] '1020316' USERHOST:[10] 'ANDY-AARON' CLIENT ADDRESS:[0] '' ACTION NUMBER:[1] '3' </string>"
windows_event,win_event,9,2026-04-25T17:00:15.811855+00:00,INFO,34,Oracle.xe,Oracle.xe,andy-aaron,6644,0,,"<string>LENGTH: '718' ACTION :[466] 'select /*+ no_parallel(t) no_parallel_index(t) dbms_stats cursor_sharing_exact use_weak_name_resl dynamic_sampling(0) no_monitoring xmlindex_sel_idx_tbl opt_param('optimizer_inmemory_aware' 'false') no_substrb_pad leading(r t) use_nl(t) rowid(t) */ substrb(dump(substrb(t.""TARGET_NAME"",1,64),16,0,64),1,240) d_2528797074, r.rwid, r.freq from ""SYS"".""KET$_CLIENT_TASKS"" t, table(:topntab) r where t.rowid = chartorowid(r.rwid) order by substrb(t.""TARGET_NAME"",1,64)' DATABASE USER:[3] 'SYS' PRIVILEGE :[4] 'NONE' CLIENT USER:[0] '' CLIENT TERMINAL:[10] 'ANDY-AARON' STATUS:[1] '0' DBID:[10] '3074368596' SESSIONID:[7] '1020316' USERHOST:[10] 'ANDY-AARON' CLIENT ADDRESS:[0] '' ACTION NUMBER:[1] '3' </string>"
windows_event,win_event,10,2026-04-25T17:00:15.822227+00:00,INFO,34,Oracle.xe,Oracle.xe,andy-aaron,6644,0,,"<string>LENGTH: '718' ACTION :[466] 'select /*+ no_parallel(t) no_parallel_index(t) dbms_stats cursor_sharing_exact use_weak_name_resl dynamic_sampling(0) no_monitoring xmlindex_sel_idx_tbl opt_param('optimizer_inmemory_aware' 'false') no_substrb_pad leading(r t) use_nl(t) rowid(t) */ substrb(dump(substrb(t.""TARGET_NAME"",1,64),16,0,64),1,240) d_2528797074, r.rwid, r.freq from ""SYS"".""KET$_CLIENT_TASKS"" t, table(:topntab) r where t.rowid = chartorowid(r.rwid) order by substrb(t.""TARGET_NAME"",1,64)' DATABASE USER:[3] 'SYS' PRIVILEGE :[4] 'NONE' CLIENT USER:[0] '' CLIENT TERMINAL:[10] 'ANDY-AARON' STATUS:[1] '0' DBID:[10] '3074368596' SESSIONID:[7] '1020316' USERHOST:[10] 'ANDY-AARON' CLIENT ADDRESS:[0] '' ACTION NUMBER:[1] '3' </string>"
