architecture,architecture_label,ci95_high,ci95_low,ci_method,load,max,mean,median,metric,min,n,std
A,monolith,0.001879,0.001215,normal_approximation_1.96,100,0.002187,0.001547,0.001432,duration_sec,0.000919,10,0.000535
A,monolith,89030.186148,56283.071432,normal_approximation_1.96,100,108813.926667,72656.62879,69983.843053,throughput_tasks_sec,45726.827831,10,26417.211556
A,monolith,0.00968,0.006285,normal_approximation_1.96,100,0.011301,0.007983,0.007337,latency_mean_ms,0.004647,10,0.002739
A,monolith,0.008905,0.005165,normal_approximation_1.96,100,0.01155,0.007035,0.005525,latency_median_ms,0.0038,10,0.003017
A,monolith,0.016363,0.009127,normal_approximation_1.96,100,0.023305,0.012745,0.013003,latency_p95_ms,0.005205,10,0.005837
A,monolith,0.031106,0.015111,normal_approximation_1.96,100,0.048224,0.023109,0.019137,latency_p99_ms,0.007541,10,0.012904
A,monolith,0.004625,-0.0015,normal_approximation_1.96,100,0.015625,0.001563,0.0,cpu_time_sec,0.0,10,0.004941
A,monolith,503.264411,-163.22089,normal_approximation_1.96,100,1700.217604,170.02176,0.0,cpu_core_equivalent_percent,0.0,10,537.656015
A,monolith,62.908051,-20.402611,normal_approximation_1.96,100,212.527201,21.25272,0.0,cpu_machine_normalized_percent,0.0,10,67.207002
A,monolith,179.45404,178.171741,normal_approximation_1.96,100,179.578125,178.812891,179.177734,rss_peak_mb,176.019531,10,1.034435
A,monolith,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,messages_per_task,0.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,reassignments,0.0,10,0.0
A,monolith,1.0,1.0,normal_approximation_1.96,100,1.0,1.0,1.0,jain_fairness,1.0,10,0.0
A,monolith,100.0,100.0,normal_approximation_1.96,100,100.0,100.0,100.0,successful_tasks,100.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
A,monolith,0.008942,0.005424,normal_approximation_1.96,500,0.012514,0.007183,0.006041,duration_sec,0.004474,10,0.002838
A,monolith,96394.248112,62000.246793,normal_approximation_1.96,500,111764.312538,79197.247452,83593.078671,throughput_tasks_sec,39953.972822,10,27745.760718
A,monolith,0.009593,0.005779,normal_approximation_1.96,500,0.013316,0.007686,0.006494,latency_mean_ms,0.004636,10,0.003077
A,monolith,0.009013,0.005107,normal_approximation_1.96,500,0.0135,0.00706,0.00625,latency_median_ms,0.0042,10,0.003151
A,monolith,0.015198,0.008617,normal_approximation_1.96,500,0.019615,0.011907,0.01245,latency_p95_ms,0.0055,10,0.005309
A,monolith,0.027159,0.016837,normal_approximation_1.96,500,0.039284,0.021998,0.020259,latency_p99_ms,0.010228,10,0.008327
A,monolith,0.014376,0.004374,normal_approximation_1.96,500,0.015625,0.009375,0.015625,cpu_time_sec,0.0,10,0.008069
A,monolith,186.487345,47.008947,normal_approximation_1.96,500,312.481251,116.748146,143.389988,cpu_core_equivalent_percent,0.0,10,112.51771
A,monolith,23.310918,5.876118,normal_approximation_1.96,500,39.060156,14.593518,17.923749,cpu_machine_normalized_percent,0.0,10,14.064714
A,monolith,189.896571,186.108898,normal_approximation_1.96,500,189.492188,188.002734,188.892578,rss_peak_mb,179.335938,10,3.055529
A,monolith,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,messages_per_task,0.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,reassignments,0.0,10,0.0
A,monolith,1.0,1.0,normal_approximation_1.96,500,1.0,1.0,1.0,jain_fairness,1.0,10,0.0
A,monolith,500.0,500.0,normal_approximation_1.96,500,500.0,500.0,500.0,successful_tasks,500.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
A,monolith,0.015054,0.011147,normal_approximation_1.96,1000,0.021093,0.0131,0.012143,duration_sec,0.010837,10,0.003152
A,monolith,88280.283575,70475.91061,normal_approximation_1.96,1000,92277.311956,79378.097093,82403.765306,throughput_tasks_sec,47408.868131,10,14362.849714
A,monolith,0.007903,0.006047,normal_approximation_1.96,1000,0.010738,0.006975,0.006512,latency_mean_ms,0.005829,10,0.001497
A,monolith,0.006303,0.004457,normal_approximation_1.96,1000,0.0095,0.00538,0.00495,latency_median_ms,0.0043,10,0.00149
