architecture,architecture_label,ci95_high,ci95_low,ci_method,load,max,mean,median,metric,min,n,std
A,monolith,0.002729,0.001927,normal_approximation_1.96,100,0.003313,0.002328,0.002423,duration_sec,0.001013,10,0.000646
A,monolith,59509.50874,35376.316501,normal_approximation_1.96,100,98736.174152,47442.91262,41300.993487,throughput_tasks_sec,30184.123473,10,19468.330276
A,monolith,0.014802,0.010195,normal_approximation_1.96,100,0.017865,0.012499,0.013233,latency_mean_ms,0.005054,10,0.003716
A,monolith,0.013544,0.008566,normal_approximation_1.96,100,0.01645,0.011055,0.01165,latency_median_ms,0.0049,10,0.004016
A,monolith,0.021684,0.013844,normal_approximation_1.96,100,0.03102,0.017764,0.018838,latency_p95_ms,0.00551,10,0.006324
A,monolith,0.056851,0.016847,normal_approximation_1.96,100,0.107642,0.036849,0.024108,latency_p99_ms,0.006286,10,0.032272
A,monolith,0.009366,9e-06,normal_approximation_1.96,100,0.015625,0.004687,0.0,cpu_time_sec,0.0,10,0.007548
A,monolith,421.560821,-7.30414,normal_approximation_1.96,100,846.608164,207.12834,0.0,cpu_core_equivalent_percent,0.0,10,345.966859
A,monolith,52.695103,-0.913018,normal_approximation_1.96,100,105.826021,25.891043,0.0,cpu_machine_normalized_percent,0.0,10,43.245857
A,monolith,179.129851,177.812337,normal_approximation_1.96,100,179.117188,178.471094,178.759766,rss_peak_mb,175.558594,10,1.062843
A,monolith,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,messages_per_task,0.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,reassignments,0.0,10,0.0
A,monolith,1.0,1.0,normal_approximation_1.96,100,1.0,1.0,1.0,jain_fairness,1.0,10,0.0
A,monolith,100.0,100.0,normal_approximation_1.96,100,100.0,100.0,100.0,successful_tasks,100.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
A,monolith,0.007992,0.005595,normal_approximation_1.96,500,0.010248,0.006794,0.006547,duration_sec,0.004583,10,0.001934
A,monolith,91431.028208,65943.74116,normal_approximation_1.96,500,109103.605471,78687.384684,76419.077389,throughput_tasks_sec,48790.484295,10,20560.683278
A,monolith,0.008576,0.005892,normal_approximation_1.96,500,0.011184,0.007234,0.006843,latency_mean_ms,0.004826,10,0.002166
A,monolith,0.00769,0.00463,normal_approximation_1.96,500,0.0117,0.00616,0.00485,latency_median_ms,0.0045,10,0.002468
A,monolith,0.015099,0.009175,normal_approximation_1.96,500,0.0184,0.012137,0.013163,latency_p95_ms,0.0056,10,0.00478
A,monolith,0.022966,0.013832,normal_approximation_1.96,500,0.029414,0.018399,0.018354,latency_p99_ms,0.007042,10,0.007368
A,monolith,0.015616,0.006259,normal_approximation_1.96,500,0.015625,0.010937,0.015625,cpu_time_sec,0.0,10,0.007548
A,monolith,247.901962,87.911485,normal_approximation_1.96,500,340.948767,167.906724,193.099524,cpu_core_equivalent_percent,0.0,10,129.064875
A,monolith,30.987745,10.988936,normal_approximation_1.96,500,42.618596,20.98834,24.137441,cpu_machine_normalized_percent,0.0,10,16.133109
A,monolith,193.043694,187.699274,normal_approximation_1.96,500,194.640625,190.371484,191.070312,rss_peak_mb,178.984375,10,4.311362
A,monolith,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,messages_per_task,0.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,reassignments,0.0,10,0.0
A,monolith,1.0,1.0,normal_approximation_1.96,500,1.0,1.0,1.0,jain_fairness,1.0,10,0.0
A,monolith,500.0,500.0,normal_approximation_1.96,500,500.0,500.0,500.0,successful_tasks,500.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
A,monolith,0.012492,0.010551,normal_approximation_1.96,1000,0.013752,0.011522,0.010722,duration_sec,0.009895,10,0.001566
A,monolith,95337.341628,81063.521181,normal_approximation_1.96,1000,101062.163092,88200.431405,93268.282364,throughput_tasks_sec,72714.58041,10,11514.740695
A,monolith,0.006735,0.005738,normal_approximation_1.96,1000,0.007423,0.006237,0.005963,latency_mean_ms,0.005286,10,0.000804
A,monolith,0.004856,0.004524,normal_approximation_1.96,1000,0.0051,0.00469,0.00465,latency_median_ms,0.0043,10,0.000269
A,monolith,0.013656,0.010173,normal_approximation_1.96,1000,0.0157,0.011914,0.011605,latency_p95_ms,0.008205,10,0.00281
A,monolith,0.020983,0.016313,normal_approximation_1.96,1000,0.024421,0.018648,0.017152,latency_p99_ms,0.014302,10,0.003768
A,monolith,0.016583,0.008417,normal_approximation_1.96,1000,0.015625,0.0125,0.015625,cpu_time_sec,0.0,10,0.006588
A,monolith,143.963392,70.935557,normal_approximation_1.96,1000,157.90963,107.449474,119.821575,cpu_core_equivalent_percent,0.0,10,58.911809
A,monolith,17.995424,8.866945,normal_approximation_1.96,1000,19.738704,13.431184,14.977697,cpu_machine_normalized_percent,0.0,10,7.363976
A,monolith,214.456784,206.501029,normal_approximation_1.96,1000,218.597656,210.478906,211.59375,rss_peak_mb,194.777344,10,6.417935
A,monolith,0.0,0.0,normal_approximation_1.96,1000,0.0,0.0,0.0,messages_per_task,0.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,1000,0.0,0.0,0.0,reassignments,0.0,10,0.0
A,monolith,1.0,1.0,normal_approximation_1.96,1000,1.0,1.0,1.0,jain_fairness,1.0,10,0.0
A,monolith,1000.0,1000.0,normal_approximation_1.96,1000,1000.0,1000.0,1000.0,successful_tasks,1000.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,1000,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
A,monolith,0.065682,0.054679,normal_approximation_1.96,5000,0.079897,0.06018,0.056397,duration_sec,0.052941,10,0.008876
A,monolith,91291.427443,77754.140214,normal_approximation_1.96,5000,94445.294505,84522.783828,88746.040166,throughput_tasks_sec,62580.729151,10,10920.576781
A,monolith,0.007134,0.006009,normal_approximation_1.96,5000,0.008359,0.006571,0.006301,latency_mean_ms,0.005646,10,0.000907
A,monolith,0.004976,0.004644,normal_approximation_1.96,5000,0.0052,0.00481,0.00485,latency_median_ms,0.0043,10,0.000269
A,monolith,0.014421,0.011359,normal_approximation_1.96,5000,0.0162,0.01289,0.01175,latency_p95_ms,0.0097,10,0.00247
A,monolith,0.021397,0.016685,normal_approximation_1.96,5000,0.028001,0.019041,0.01785,latency_p99_ms,0.0159,10,0.003801
A,monolith,0.072542,0.055583,normal_approximation_1.96,5000,0.09375,0.064062,0.0625,cpu_time_sec,0.046875,10,0.013681
A,monolith,114.749216,97.686569,normal_approximation_1.96,5000,118.056618,106.217892,113.398181,cpu_core_equivalent_percent,80.575156,10,13.764497
A,monolith,14.343652,12.210821,normal_approximation_1.96,5000,14.757077,13.277237,14.174772,cpu_machine_normalized_percent,10.071895,10,1.720562
A,monolith,355.320168,303.345457,normal_approximation_1.96,5000,373.078125,329.332812,337.34375,rss_peak_mb,219.125,10,41.92818
A,monolith,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,messages_per_task,0.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,reassignments,0.0,10,0.0
A,monolith,1.0,1.0,normal_approximation_1.96,5000,1.0,1.0,1.0,jain_fairness,1.0,10,0.0
A,monolith,5000.0,5000.0,normal_approximation_1.96,5000,5000.0,5000.0,5000.0,successful_tasks,5000.0,10,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
B,centralized_workers,0.014677,0.00802,normal_approximation_1.96,100,0.02554,0.011348,0.010157,duration_sec,0.006613,10,0.005371
B,centralized_workers,11932.154102,8078.44185,normal_approximation_1.96,100,15121.501116,10005.297976,9859.246098,throughput_tasks_sec,3915.442103,10,3108.803103
B,centralized_workers,0.013983,0.008489,normal_approximation_1.96,100,0.016842,0.011236,0.010079,latency_mean_ms,0.006322,10,0.004432
B,centralized_workers,0.013229,0.006991,normal_approximation_1.96,100,0.01665,0.01011,0.01,latency_median_ms,0.0051,10,0.005033
B,centralized_workers,0.021753,0.017101,normal_approximation_1.96,100,0.02705,0.019427,0.01919,latency_p95_ms,0.014005,10,0.003753
B,centralized_workers,0.033314,0.025394,normal_approximation_1.96,100,0.043371,0.029354,0.028096,latency_p99_ms,0.02115,10,0.00639
B,centralized_workers,0.016583,0.008417,normal_approximation_1.96,100,0.015625,0.0125,0.015625,cpu_time_sec,0.0,10,0.006588
B,centralized_workers,164.231036,70.358,normal_approximation_1.96,100,236.273455,117.294518,140.701838,cpu_core_equivalent_percent,0.0,10,75.727706
B,centralized_workers,20.52888,8.79475,normal_approximation_1.96,100,29.534182,14.661815,17.58773,cpu_machine_normalized_percent,0.0,10,9.465963
B,centralized_workers,179.066155,177.897126,normal_approximation_1.96,100,179.152344,178.48164,178.664062,rss_peak_mb,176.003906,10,0.943059
B,centralized_workers,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,messages_per_task,0.0,10,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,reassignments,0.0,10,0.0
B,centralized_workers,0.9998,0.9998,normal_approximation_1.96,100,0.9998,0.9998,0.9998,jain_fairness,0.9998,10,0.0
B,centralized_workers,100.0,100.0,normal_approximation_1.96,100,100.0,100.0,100.0,successful_tasks,100.0,10,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
B,centralized_workers,0.04252,0.030465,normal_approximation_1.96,500,0.045216,0.036492,0.040604,duration_sec,0.02128,10,0.009725
B,centralized_workers,17996.742701,11792.687512,normal_approximation_1.96,500,23496.571868,14894.715107,12321.124559,throughput_tasks_sec,11057.983657,10,5004.832941
B,centralized_workers,0.012219,0.008428,normal_approximation_1.96,500,0.014256,0.010324,0.010427,latency_mean_ms,0.005826,10,0.003058
B,centralized_workers,0.011437,0.007333,normal_approximation_1.96,500,0.0143,0.009385,0.0091,latency_median_ms,0.0046,10,0.003311
B,centralized_workers,0.020006,0.015293,normal_approximation_1.96,500,0.0222,0.01765,0.019208,latency_p95_ms,0.01171,10,0.003801
B,centralized_workers,0.040059,0.020289,normal_approximation_1.96,500,0.072483,0.030174,0.026636,latency_p99_ms,0.014904,10,0.015948
B,centralized_workers,0.043274,0.025476,normal_approximation_1.96,500,0.046875,0.034375,0.039062,cpu_time_sec,0.015625,10,0.014358
B,centralized_workers,102.14438,78.607578,normal_approximation_1.96,500,112.78304,90.375979,91.593783,cpu_core_equivalent_percent,66.199773,10,18.98722
B,centralized_workers,12.768047,9.825947,normal_approximation_1.96,500,14.09788,11.296997,11.449223,cpu_machine_normalized_percent,8.274972,10,2.373402
B,centralized_workers,192.941499,187.715533,normal_approximation_1.96,500,194.546875,190.328516,191.050781,rss_peak_mb,179.445312,10,4.215805
B,centralized_workers,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,messages_per_task,0.0,10,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,reassignments,0.0,10,0.0
B,centralized_workers,0.999992,0.999992,normal_approximation_1.96,500,0.999992,0.999992,0.999992,jain_fairness,0.999992,10,0.0
B,centralized_workers,500.0,500.0,normal_approximation_1.96,500,500.0,500.0,500.0,successful_tasks,500.0,10,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
B,centralized_workers,0.110885,0.066924,normal_approximation_1.96,1000,0.158231,0.088904,0.08363,duration_sec,0.048732,10,0.035463
B,centralized_workers,15607.546149,9969.566527,normal_approximation_1.96,1000,20520.48152,12788.556338,12157.043608,throughput_tasks_sec,6319.882098,10,4548.177808
B,centralized_workers,0.015794,0.010237,normal_approximation_1.96,1000,0.019897,0.013016,0.012188,latency_mean_ms,0.006473,10,0.004483
B,centralized_workers,0.009206,0.006794,normal_approximation_1.96,1000,0.011,0.008,0.00815,latency_median_ms,0.0053,10,0.001945
B,centralized_workers,0.019957,0.015655,normal_approximation_1.96,1000,0.021,0.017806,0.018655,latency_p95_ms,0.010505,10,0.003471
B,centralized_workers,0.031386,0.024748,normal_approximation_1.96,1000,0.035684,0.028067,0.028508,latency_p99_ms,0.020007,10,0.005354
B,centralized_workers,0.124191,0.069559,normal_approximation_1.96,1000,0.1875,0.096875,0.085938,cpu_time_sec,0.046875,10,0.044071
B,centralized_workers,116.810522,98.367087,normal_approximation_1.96,1000,131.146908,107.588805,103.949252,cpu_core_equivalent_percent,85.719419,10,14.878383
B,centralized_workers,14.601315,12.295886,normal_approximation_1.96,1000,16.393363,13.448601,12.993657,cpu_machine_normalized_percent,10.714927,10,1.859798
B,centralized_workers,214.261449,206.572926,normal_approximation_1.96,1000,217.921875,210.417187,211.041016,rss_peak_mb,195.140625,10,6.202358
B,centralized_workers,0.0,0.0,normal_approximation_1.96,1000,0.0,0.0,0.0,messages_per_task,0.0,10,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,1000,0.0,0.0,0.0,reassignments,0.0,10,0.0
B,centralized_workers,0.999998,0.999998,normal_approximation_1.96,1000,0.999998,0.999998,0.999998,jain_fairness,0.999998,10,0.0
B,centralized_workers,1000.0,1000.0,normal_approximation_1.96,1000,1000.0,1000.0,1000.0,successful_tasks,1000.0,10,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,1000,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
B,centralized_workers,0.352389,0.287763,normal_approximation_1.96,5000,0.370338,0.320076,0.345097,duration_sec,0.228888,10,0.052135
B,centralized_workers,17947.472796,14180.428434,normal_approximation_1.96,5000,21844.754571,16063.950615,14488.954317,throughput_tasks_sec,13501.187294,10,3038.887814
B,centralized_workers,0.025763,0.011319,normal_approximation_1.96,5000,0.042291,0.018541,0.0161,latency_mean_ms,0.00809,10,0.011652
B,centralized_workers,0.006838,0.005312,normal_approximation_1.96,5000,0.0088,0.006075,0.0055,latency_median_ms,0.00495,10,0.00123
B,centralized_workers,0.018433,0.016367,normal_approximation_1.96,5000,0.0195,0.0174,0.0167,latency_p95_ms,0.0152,10,0.001667
B,centralized_workers,0.026998,0.023465,normal_approximation_1.96,5000,0.03,0.025231,0.024102,latency_p99_ms,0.021701,10,0.00285
B,centralized_workers,0.382218,0.305282,normal_approximation_1.96,5000,0.421875,0.34375,0.359375,cpu_time_sec,0.21875,10,0.062064
B,centralized_workers,111.637482,102.817305,normal_approximation_1.96,5000,114.106066,107.227393,110.723214,cpu_core_equivalent_percent,95.570801,10,7.115267
B,centralized_workers,13.954685,12.852163,normal_approximation_1.96,5000,14.263258,13.403424,13.840402,cpu_machine_normalized_percent,11.94635,10,0.889408
B,centralized_workers,353.942299,303.166295,normal_approximation_1.96,5000,367.96875,328.554297,334.998047,rss_peak_mb,221.203125,10,40.96118
B,centralized_workers,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,messages_per_task,0.0,10,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,reassignments,0.0,10,0.0
B,centralized_workers,1.0,1.0,normal_approximation_1.96,5000,1.0,1.0,1.0,jain_fairness,1.0,10,0.0
B,centralized_workers,5000.0,5000.0,normal_approximation_1.96,5000,5000.0,5000.0,5000.0,successful_tasks,5000.0,10,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
C,autonomous_memory_off,0.116047,0.079298,normal_approximation_1.96,100,0.160158,0.097673,0.089802,duration_sec,0.0715,10,0.029645
C,autonomous_memory_off,1261.566613,928.677973,normal_approximation_1.96,100,1398.597485,1095.122293,1115.299701,throughput_tasks_sec,624.383032,10,268.542426
C,autonomous_memory_off,2.451773,1.678069,normal_approximation_1.96,100,3.14689,2.064921,2.00614,latency_mean_ms,1.11039,10,0.62415
C,autonomous_memory_off,0.844651,0.570749,normal_approximation_1.96,100,1.148,0.7077,0.677,latency_median_ms,0.4975,10,0.220957
C,autonomous_memory_off,11.954074,8.207916,normal_approximation_1.96,100,14.7916,10.080995,9.491225,latency_p95_ms,5.9319,10,3.022038
C,autonomous_memory_off,26.970237,13.566437,normal_approximation_1.96,100,48.27562,20.268337,17.27645,latency_p99_ms,9.74539,10,10.812892
C,autonomous_memory_off,0.117696,0.076054,normal_approximation_1.96,100,0.15625,0.096875,0.09375,cpu_time_sec,0.0625,10,0.033593
C,autonomous_memory_off,106.455099,90.201517,normal_approximation_1.96,100,117.177121,98.328308,99.552498,cpu_core_equivalent_percent,75.524046,10,13.111821
C,autonomous_memory_off,13.306887,11.27519,normal_approximation_1.96,100,14.64714,12.291038,12.444062,cpu_machine_normalized_percent,9.440506,10,1.638978
C,autonomous_memory_off,178.8816,177.946525,normal_approximation_1.96,100,179.191406,178.414062,178.707031,rss_peak_mb,176.652344,10,0.754328
C,autonomous_memory_off,10.0,10.0,normal_approximation_1.96,100,10.0,10.0,10.0,messages_per_task,10.0,10,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,reassignments,0.0,10,0.0
C,autonomous_memory_off,0.936563,0.887487,normal_approximation_1.96,100,0.969556,0.912025,0.894652,jain_fairness,0.866251,10,0.03959
C,autonomous_memory_off,100.0,100.0,normal_approximation_1.96,100,100.0,100.0,100.0,successful_tasks,100.0,10,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
C,autonomous_memory_off,0.388237,0.341841,normal_approximation_1.96,500,0.407003,0.365039,0.365872,duration_sec,0.295041,10,0.037428
C,autonomous_memory_off,1477.745056,1289.566798,normal_approximation_1.96,500,1694.680297,1383.655927,1366.871621,throughput_tasks_sec,1228.493381,10,151.804057
C,autonomous_memory_off,1.748161,1.046073,normal_approximation_1.96,500,2.119514,1.397117,1.517659,latency_mean_ms,0.5615,10,0.566376
C,autonomous_memory_off,0.750705,0.378495,normal_approximation_1.96,500,1.416,0.5646,0.482,latency_median_ms,0.424,10,0.300264
C,autonomous_memory_off,7.406681,2.643779,normal_approximation_1.96,500,12.35845,5.02523,4.99045,latency_p95_ms,1.08015,10,3.842249
C,autonomous_memory_off,23.719016,9.909862,normal_approximation_1.96,500,30.56901,16.814439,20.429245,latency_p99_ms,1.41334,10,11.139893
C,autonomous_memory_off,0.388083,0.343167,normal_approximation_1.96,500,0.4375,0.365625,0.359375,cpu_time_sec,0.328125,10,0.036234
C,autonomous_memory_off,104.023093,96.735319,normal_approximation_1.96,500,111.213394,100.379206,99.688069,cpu_core_equivalent_percent,90.972758,10,5.879073
C,autonomous_memory_off,13.002887,12.091915,normal_approximation_1.96,500,13.901674,12.547401,12.461009,cpu_machine_normalized_percent,11.371595,10,0.734884
C,autonomous_memory_off,192.608563,189.142218,normal_approximation_1.96,500,194.667969,190.875391,191.175781,rss_peak_mb,184.601562,10,2.796313
C,autonomous_memory_off,10.0,10.0,normal_approximation_1.96,500,10.0,10.0,10.0,messages_per_task,10.0,10,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,reassignments,0.0,10,0.0
C,autonomous_memory_off,0.943174,0.895173,normal_approximation_1.96,500,0.989543,0.919174,0.900401,jain_fairness,0.8826,10,0.038723
C,autonomous_memory_off,500.0,500.0,normal_approximation_1.96,500,500.0,500.0,500.0,successful_tasks,500.0,10,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
C,autonomous_memory_off,0.751654,0.706478,normal_approximation_1.96,1000,0.779439,0.729066,0.73252,duration_sec,0.678588,10,0.036443
