architecture,architecture_label,ci95_high,ci95_low,ci_method,load,max,mean,median,metric,min,n,std
A,monolith,0.000486,0.000486,normal_approximation_1.96,12,0.000486,0.000486,0.000486,duration_sec,0.000486,1,0.0
A,monolith,24676.121076,24676.121076,normal_approximation_1.96,12,24676.121076,24676.121076,24676.121076,throughput_tasks_sec,24676.121076,1,0.0
A,monolith,0.018558,0.018558,normal_approximation_1.96,12,0.018558,0.018558,0.018558,latency_mean_ms,0.018558,1,0.0
A,monolith,0.0182,0.0182,normal_approximation_1.96,12,0.0182,0.0182,0.0182,latency_median_ms,0.0182,1,0.0
A,monolith,0.02751,0.02751,normal_approximation_1.96,12,0.02751,0.02751,0.02751,latency_p95_ms,0.02751,1,0.0
A,monolith,0.033582,0.033582,normal_approximation_1.96,12,0.033582,0.033582,0.033582,latency_p99_ms,0.033582,1,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,cpu_time_sec,0.0,1,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,cpu_core_equivalent_percent,0.0,1,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,cpu_machine_normalized_percent,0.0,1,0.0
A,monolith,174.921875,174.921875,normal_approximation_1.96,12,174.921875,174.921875,174.921875,rss_peak_mb,174.921875,1,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,messages_per_task,0.0,1,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,reassignments,0.0,1,0.0
A,monolith,1.0,1.0,normal_approximation_1.96,12,1.0,1.0,1.0,jain_fairness,1.0,1,0.0
A,monolith,12.0,12.0,normal_approximation_1.96,12,12.0,12.0,12.0,successful_tasks,12.0,1,0.0
A,monolith,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,failed_tasks,0.0,1,0.0
B,centralized_workers,0.005121,0.005121,normal_approximation_1.96,12,0.005121,0.005121,0.005121,duration_sec,0.005121,1,0.0
B,centralized_workers,2343.338035,2343.338035,normal_approximation_1.96,12,2343.338035,2343.338035,2343.338035,throughput_tasks_sec,2343.338035,1,0.0
B,centralized_workers,0.011417,0.011417,normal_approximation_1.96,12,0.011417,0.011417,0.011417,latency_mean_ms,0.011417,1,0.0
B,centralized_workers,0.0073,0.0073,normal_approximation_1.96,12,0.0073,0.0073,0.0073,latency_median_ms,0.0073,1,0.0
B,centralized_workers,0.023365,0.023365,normal_approximation_1.96,12,0.023365,0.023365,0.023365,latency_p95_ms,0.023365,1,0.0
B,centralized_workers,0.024113,0.024113,normal_approximation_1.96,12,0.024113,0.024113,0.024113,latency_p99_ms,0.024113,1,0.0
B,centralized_workers,0.015625,0.015625,normal_approximation_1.96,12,0.015625,0.015625,0.015625,cpu_time_sec,0.015625,1,0.0
B,centralized_workers,305.12214,305.12214,normal_approximation_1.96,12,305.12214,305.12214,305.12214,cpu_core_equivalent_percent,305.12214,1,0.0
B,centralized_workers,38.140267,38.140267,normal_approximation_1.96,12,38.140267,38.140267,38.140267,cpu_machine_normalized_percent,38.140267,1,0.0
B,centralized_workers,175.234375,175.234375,normal_approximation_1.96,12,175.234375,175.234375,175.234375,rss_peak_mb,175.234375,1,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,messages_per_task,0.0,1,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,reassignments,0.0,1,0.0
B,centralized_workers,1.0,1.0,normal_approximation_1.96,12,1.0,1.0,1.0,jain_fairness,1.0,1,0.0
B,centralized_workers,12.0,12.0,normal_approximation_1.96,12,12.0,12.0,12.0,successful_tasks,12.0,1,0.0
B,centralized_workers,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,failed_tasks,0.0,1,0.0
C,autonomous_memory_off,0.012666,0.012666,normal_approximation_1.96,12,0.012666,0.012666,0.012666,duration_sec,0.012666,1,0.0
C,autonomous_memory_off,947.41829,947.41829,normal_approximation_1.96,12,947.41829,947.41829,947.41829,throughput_tasks_sec,947.41829,1,0.0
C,autonomous_memory_off,0.704417,0.704417,normal_approximation_1.96,12,0.704417,0.704417,0.704417,latency_mean_ms,0.704417,1,0.0
C,autonomous_memory_off,0.6745,0.6745,normal_approximation_1.96,12,0.6745,0.6745,0.6745,latency_median_ms,0.6745,1,0.0
C,autonomous_memory_off,1.01215,1.01215,normal_approximation_1.96,12,1.01215,1.01215,1.01215,latency_p95_ms,1.01215,1,0.0
C,autonomous_memory_off,1.03283,1.03283,normal_approximation_1.96,12,1.03283,1.03283,1.03283,latency_p99_ms,1.03283,1,0.0
C,autonomous_memory_off,0.015625,0.015625,normal_approximation_1.96,12,0.015625,0.015625,0.015625,cpu_time_sec,0.015625,1,0.0
C,autonomous_memory_off,123.361756,123.361756,normal_approximation_1.96,12,123.361756,123.361756,123.361756,cpu_core_equivalent_percent,123.361756,1,0.0
C,autonomous_memory_off,15.42022,15.42022,normal_approximation_1.96,12,15.42022,15.42022,15.42022,cpu_machine_normalized_percent,15.42022,1,0.0
C,autonomous_memory_off,175.449219,175.449219,normal_approximation_1.96,12,175.449219,175.449219,175.449219,rss_peak_mb,175.449219,1,0.0
C,autonomous_memory_off,10.0,10.0,normal_approximation_1.96,12,10.0,10.0,10.0,messages_per_task,10.0,1,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,reassignments,0.0,1,0.0
C,autonomous_memory_off,0.888889,0.888889,normal_approximation_1.96,12,0.888889,0.888889,0.888889,jain_fairness,0.888889,1,0.0
C,autonomous_memory_off,12.0,12.0,normal_approximation_1.96,12,12.0,12.0,12.0,successful_tasks,12.0,1,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,failed_tasks,0.0,1,0.0
D,autonomous_memory_on,0.010945,0.010945,normal_approximation_1.96,12,0.010945,0.010945,0.010945,duration_sec,0.010945,1,0.0
D,autonomous_memory_on,1096.371013,1096.371013,normal_approximation_1.96,12,1096.371013,1096.371013,1096.371013,throughput_tasks_sec,1096.371013,1,0.0
D,autonomous_memory_on,0.597167,0.597167,normal_approximation_1.96,12,0.597167,0.597167,0.597167,latency_mean_ms,0.597167,1,0.0
D,autonomous_memory_on,0.5665,0.5665,normal_approximation_1.96,12,0.5665,0.5665,0.5665,latency_median_ms,0.5665,1,0.0
D,autonomous_memory_on,0.86015,0.86015,normal_approximation_1.96,12,0.86015,0.86015,0.86015,latency_p95_ms,0.86015,1,0.0
D,autonomous_memory_on,0.88083,0.88083,normal_approximation_1.96,12,0.88083,0.88083,0.88083,latency_p99_ms,0.88083,1,0.0
D,autonomous_memory_on,0.015625,0.015625,normal_approximation_1.96,12,0.015625,0.015625,0.015625,cpu_time_sec,0.015625,1,0.0
D,autonomous_memory_on,142.756642,142.756642,normal_approximation_1.96,12,142.756642,142.756642,142.756642,cpu_core_equivalent_percent,142.756642,1,0.0
D,autonomous_memory_on,17.84458,17.84458,normal_approximation_1.96,12,17.84458,17.84458,17.84458,cpu_machine_normalized_percent,17.84458,1,0.0
D,autonomous_memory_on,175.679688,175.679688,normal_approximation_1.96,12,175.679688,175.679688,175.679688,rss_peak_mb,175.679688,1,0.0
D,autonomous_memory_on,10.0,10.0,normal_approximation_1.96,12,10.0,10.0,10.0,messages_per_task,10.0,1,0.0
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,reassignments,0.0,1,0.0
D,autonomous_memory_on,0.888889,0.888889,normal_approximation_1.96,12,0.888889,0.888889,0.888889,jain_fairness,0.888889,1,0.0
D,autonomous_memory_on,12.0,12.0,normal_approximation_1.96,12,12.0,12.0,12.0,successful_tasks,12.0,1,0.0
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,12,0.0,0.0,0.0,failed_tasks,0.0,1,0.0
